,sentences
2098,"['g', 'o', 'n', 'n', 'a', ' ', 'f', 'i', 'v', 'e', ' ', 'b', 'i', 'l', 'l', 'i', 'o', 'n', ' ', 'p', 'e', 'o', 'p', 'l', 'e', ' ', 'a', 'c', 'c', 'e', 's', 's', 'i', 'n', 'g', ' ', 'm', 'e', 't', 'a', ' ', 'e', 'x', 'p', 'e', 'r', 'i', 'e', 'n', 'c', 'e', 's', ' ', 'm', 'e', 't', 'a', ' ', 'a', 'p', 'p', 'l', 'i', 'c', 'a', 't', 'i', 'o', 'n', 's']"
2099,"['b', 'e', 'a', 'u', 't', 'i', 'f', 'u', 'l', ' ', 't', 'h', 'i', 'n', 'g']"
2100,"['t', 'h', 'i', 'n', 'k', ' ', 'm', 'e', 't', 'a', ' ', 'g', 'o', 'i', 'n', 'g', ' ', 'l', 'a', 'r', 'g', 'e', ' ', 'e', 'x', 't', 'e', 'n', 't', ' ', 'e', 'x', 'p', 'e', 'r', 'i', 'e', 'n', 'c', 'e', ' ', 'a', 'v', 'a', 't', 'a', 'r', ' ', 'g', 'o', 'n', 'n', 'a', ' ', 'a', 'v', 'a', 't', 'a', 'r']"
2101,"['r', 'i', 'g', 'h', 't', ' ', 'j', 'o', 'n', 'a', 't', 'h', 'a', 'n', ' ', 'g', 'o', 'n', 'n', 'a']"
2102,"['a', 'l', 'r', 'e', 'a', 'd', 'y', ' ', 'p', 'l', 'a', 'n', 'n', 'i', 'n', 'g']"
2103,"['d', 'e', 's', 'i', 'g', 'n', 'i', 'n', 'g', ' ', 'i', 'd', 'e', 'n', 't', 'i', 't', 'i', 'e', 's', ' ', 'e', 'v', 'e', 'r', 'y']"
2104,"['g', 'o', 'n', 'n', 'a', ' ', 'm', 'u', 'l', 't', 'i', 'p', 'l', 'e', ' ', 'i', 'd', 'e', 'n', 't', 'i', 't', 'i', 'e', 's']"
2105,"['m', 'i', 'g', 'h', 't', ' ', 'f', 'i', 'v', 'e', ' ', 'd', 'i', 'f', 'f', 'e', 'r', 'e', 'n', 't', ' ', 'a', 'v', 'a', 't', 'a', 'r', 's', ' ', 'l', 'i', 'v', 'e', ' ', 'e', 'x', 'i', 's', 't', ' ', 'i', 'n', 't', 'e', 'r', 'a', 'c', 't']"
2106,"['t', 'h', 'i', 'n', 'k', ' ', 't', 'o', 't', 'a', 'l', ' ', 'a', 'd', 'd', 'r', 'e', 's', 's', 'a', 'b', 'l', 'e', ' ', 'm', 'a', 'r', 'k', 'e', 't', ' ', 'n', 'u', 'm', 'b', 'e', 'r', ' ', 'u', 's', 'e', 'r', 's', ' ', 't', 'h', 'i', 'n', 'k', ' ', 'm', 'e', 't', 'a', ' ', 'c', 'o', 'u', 'l', 'd', ' ', 'p', 'o', 't', 'e', 'n', 't', 'i', 'a', 'l', 'l', 'y', ' ', 'h', 'u', 'n', 'd', 'r', 'e', 'd', ' ', 'b', 'i', 'l', 'l', 'i', 'o', 'n', ' ', 'p', 'e', 'r', 's', 'o', 'n', 'a', 'l', 'i', 't', 'i', 'e', 's', ' ', 'l', 'i', 'v', 'e', ' ', 'i', 'n', 't', 'e', 'r', 'a', 'c', 't', ' ', 'e', 'n', 'g', 'a', 'g', 'e', ' ', 'c', 'o', 'n', 's', 'u', 'm', 'e']"
2107,"['g', 'o', 'n', 'n', 'a']"
2108,"['g', 'o', 'n', 'n', 'a', ' ', 'w', 'a', 'n', 't', ' ', 't', 'a', 'k', 'e', ' ', 'c', 'a', 'r', 'e', ' ', 'a', 'v', 'a', 't', 'a', 'r', 's']"
2109,"['g', 'o', 'n', 'n', 'a', ' ', 'w', 'a', 'n', 'n', 'a', ' ', 'g', 'i', 'v', 'e', ' ', 'a', 'p', 'p', 'e', 'a', 'r', 'a', 'n', 'c', 'e', 's']"
2110,"['g', 'o', 'n', 'n', 'a', ' ', 'w', 'a', 'n', 'n', 'a', ' ', 's', 'e', 'n', 'd', ' ', 'l', 'e', 'a', 'r', 'n', ' ', 'p', 'l', 'a', 'y', ' ', 'c', 'o', 'n', 'c', 'e', 'r', 't', 's', ' ', 'm', 'e', 't', 'a', ' ', 'p', 'l', 'a', 'y', ' ', 's', 'p', 'o', 'r', 't', 's']"
2111,"['t', 'h', 'i', 'n', 'k', ' ', 'a', 's', 's', 'u', 'm', 'e', ' ', 'm', 'e', 't', 'a', ' ', 'h', 'u', 'n', 'd', 'r', 'e', 'd', ' ', 'b', 'i', 'l', 'l', 'i', 'o', 'n', ' ', 'c', 'o', 'n', 's', 't', 'i', 't', 'u', 'e', 'n', 't', 's', ' ', 'u', 's', 'e', 'r', 's', ' ', 'm', 'a', 't', 't', 'e', 'r', ' ', 'c', 'o', 'u', 'l', 'd', ' ', 'l', 'i', 'k', 'e', 'l', 'y', ' ', 's', 'i', 'z', 'e', ' ', 'e', 'c', 'o', 'n', 'o', 'm', 'y', ' ', 't', 'r', 'i', 'l', 'l', 'i', 'o', 'n', 's']"
2112,"['t', 'h', 'i', 'n', 'k', ' ', 'c', 'r', 'a', 'z', 'y', ' ', 'a', 's', 's', 'u', 'm', 'e']"
2113,"['s', 'u', 'b', 's', 'c', 'r', 'i', 'b', 'e', ' ', 'w', 'o', 'r', 'l', 'd', ' ', 'h', 'u', 'm', 'a', 'n', 's', ' ', 'g', 'o', 'i', 'n', 'g', ' ', 'l', 'i', 'v', 'e', ' ', 'u', 'n', 'i', 'v', 'e', 'r', 's', 'e', ' ', 'r', 'e', 'a', 'l', ' ', 'p', 'e', 'o', 'p', 'l', 'e', ' ', 'a', 'l', 's', 'o', ' ', 'm', 'u', 'l', 't', 'i', 'p', 'l', 'e', ' ', 'i', 'd', 'e', 'n', 't', 'i', 't', 'i', 'e', 's', ' ', 'm', 'a', 'n', 'i', 'f', 'e', 's', 't', 'e', 'd', ' ', 'a', 'v', 'a', 't', 'a', 'r', 's']"
2114,"['l', 'o', 'v', 'e']"
2115,"['l', 'o', 'v', 'e', ' ', 'i', 'd', 'e', 'a', ' ', 'k', 'n', 'o', 'w', ' ', 'b', 'a', 'c', 'k', ' ', 'k', 'n', 'o', 'w', ' ', 'h', 'u', 'n', 'd', 'r', 'e', 'd', ' ', 'b', 'i', 'l', 'l', 'i', 'o', 'n', ' ', 'n', 'e', 'e', 'd', ' ', 'i', 'n', 'v', 'e', 's', 't']"
2117,"['m', 'a', 'y', 'b', 'e', ' ', 'g', 'o', 'n', 'n', 'a', ' ', 'r', 'e', 'c', 'o', 'g', 'n', 'i', 'z', 'e', ' ', 'i', 'n', 't', 'e', 'r', 'e', 's', 't', 'i', 'n', 'g']"
2118,"['t', 'h', 'o', 'u', 'g', 'h', 't', ' ', 'a', 'n', 'o', 't', 'h', 'e', 'r']"
2119,"['e', 't', 'f', 's', ' ', 'l', 'o', 'o', 'k', ' ', 'l', 'i', 'k', 'e', ' ', 'm', 'e', 't', 'a']"
2120,"['f', 'a', 'n', 't', 'a', 's', 't', 'i', 'c', ' ', 's', 't', 'i', 'c', 'k', ' ', 'c', 'o', 'n', 'v', 'e', 'r', 's', 'a', 't', 'i', 'o', 'n', ' ', 'r', 'e', 'b', 'e', 'c', 'c', 'a']"
2121,"['t', 'h', 'a', 'n', 'k', ' ', 'm', 'u', 'c', 'h', ' ', 'j', 'o', 'i', 'n', 'i', 'n', 'g', ' ', 'r', 'a', 'i', 'n', 'y', ' ', 'c', 'l', 'o', 'u', 'd', 'y', ' ', 'g', 'r', 'o', 's', 's', ' ', 'c', 'o', 'l', 'd', ' ', 'm', 'o', 'r', 'n', 'i', 'n', 'g', ' ', 'h', 'o', 'n', 'g', ' ', 'k', 'o', 'n', 'g']"
2122,"['l', 'a', 's', 't', ' ', 't', 'h', 'o', 'u', 'g', 'h', 't', 's']"
2123,"['d', 'e', 'f', 'i', 'n', 'i', 't', 'e', 'l', 'y', ' ', 'c', 'o', 'm', 'm', 'e', 'n', 't', ' ', 'j', 'o', 'n', 'a', 's', ' ', 'm', 'u', 'l', 't', 'i', 'p', 'l', 'e', ' ', 'a', 'v', 'a', 't', 'a', 'r', ' ', 'r', 'e', 'a', 'l', 'l', 'y', ' ', 's', 'h', 'o', 'w', 's', ' ', 'm', 'e', 't', 'a', ' ', 'e', 'n', 'd', 'l', 'e', 's', 's', ' ', 'p', 'o', 's', 's', 'i', 'b', 'i', 'l', 'i', 't', 'i', 'e', 's']"
2124,"['l', 'i', 'k', 'e', ' ', 'e', 'v', 'e', 'r', 'y', 'o', 'n', 'e', ' ', 'p', 'o', 'd', 'c', 'a', 's', 't', ' ', 's', 'a', 'i', 'd', ' ', 'k', 'n', 'o', 'w', ' ', 'r', 'e', 'a', 'l', 'l', 'y', ' ', 'k', 'n', 'o', 'w', ' ', 'g', 'o', 'a', 'l', ' ', 'l', 'o', 'o', 'k', ' ', 'l', 'i', 'k', 'e', ' ', 'f', 'i', 'v', 'e', ' ', 'y', 'e', 'a', 'r', 's']"
2125,"['d', 'e', 'f', 'i', 'n', 'i', 't', 'e', 'l', 'y', ' ', 'r', 'o', 'o', 'm', ' ', 'g', 'r', 'o', 'w', 't', 'h', ' ', 'm', 'a', 'n', 'y', ' ', 'o', 'p', 't', 'i', 'o', 'n', 's']"
2126,"['t', 'h', 'i', 'n', 'k', ' ', 'l', 'o', 'o', 'k', ' ', 's', 'p', 'a', 'c', 'e']"
2127,"['l', 'o', 'o', 'k', ' ', 'i', 's', 's', 'u', 'e', 'r', 's']"
2128,"['e', 'v', 'e', 'r', 'y', 'o', 'n', 'e', ' ', 's', 't', 'i', 'l', 'l', ' ', 't', 'r', 'y', 'i', 'n', 'g', ' ', 'f', 'i', 'g', 'u', 'r', 'e', ' ', 'k', 'n', 'o', 'w', ' ', 'm', 'e', 't', 'a', ' ', 'i', 's', 's', 'u', 'e', 'r', 's', ' ', 'k', 'n', 'o', 'w', ' ', 'u', 's', 'i', 'n', 'g', ' ', 'c', 'u', 's', 't', 'o', 'm', ' ', 'i', 'n', 'd', 'e', 'x', ' ', 'f', 'i', 'd', 'e', 'l', 'i', 't', 'y', ' ', 'l', 'a', 'u', 'n', 'c', 'h', 'i', 'n', 'g', ' ', 'f', 'i', 'd', 'e', 'l', 'i', 't', 'y', ' ', 'm', 'e', 't', 'a', ' ', 'i', 'n', 'd', 'e', 'x']"
2129,"['d', 'e', 'f', 'i', 'n', 'i', 't', 'e', 'l', 'y', ' ', 'r', 'o', 'o', 'm', ' ', 'g', 'r', 'o', 'w', 't', 'h', ' ', 'a', 'l', 's', 'o', ' ', 'r', 'o', 'o', 'm', ' ', 's', 'y', 'n', 'e', 'r', 'g', 'i', 'e', 's', ' ', 'p', 'o', 't', 'e', 'n', 't', 'i', 'a', 'l', ' ', 'm', 'e', 'r', 'g', 'e', 's', ' ', 'k', 'n', 'o', 'w', ' ', 'c', 'o', 'm', 'b', 'i', 'n', 'i', 'n', 'g', ' ', 'e', 't', 'f', 's']"
2130,"['d', 'e', 'f', 'i', 'n', 'i', 't', 'e', 'l', 'y', ' ', 'i', 'n', 't', 'e', 'r', 'e', 's', 't', 'i', 'n', 'g', ' ', 'h', 'a', 'p', 'p', 'e', 'n', ' ', 'c', 'e', 'r', 't', 'a', 'i', 'n', ' ', 'i', 's', 's', 'u', 'e', 'r', 's', ' ', 'n', 'i', 'c', 'h', 'e', ' ', 'p', 'r', 'o', 'd', 'u', 'c', 't', 's', ' ', 'c', 'o', 'm', 'b', 'i', 'n', 'i', 'n', 'g', ' ', 'v', 'i', 'd', 'e', 'o', ' ', 'g', 'a', 'm', 'e', ' ', 'c', 'o', 'm', 'm', 'e', 'r', 'c', 'e']"
2131,"['e', 't', 'f', 's', ' ', 'c', 'a', 'l', 'l', 'i', 'n', 'g', ' ', 'm', 'e', 't', 'a', ' ', 'a', 's', 's', 'e', 't', 's', ' ', 'g', 'r', 'o', 'w', ' ', 'e', 'v', 'e', 'n', ' ', 'f', 'a', 's', 't', 'e', 'r']"
2132,"['h', 'a', 'p', 'p', 'e', 'n', 's', ' ', 'k', 'n', 'o', 'w', ' ', 'e', 'a', 's', 'i', 'l', 'y', ' ', 'r', 'e', 'a', 'c', 'h', ' ', 'e', 'i', 'g', 'h', 't', 'y', ' ', 'b', 'i', 'l', 'l', 'i', 'o', 'n', ' ', 't', 'w', 'e', 'n', 't', 'y', ' ', 't', 'w', 'e', 'n', 't', 'y', ' ', 'f', 'o', 'u', 'r']"
2133,"['t', 'h', 'a', 'n', 'k', ' ', 'm', 'u', 'c', 'h']"
2134,"['g', 'r', 'e', 'a', 't', ' ', 'p', 'o', 'i', 'n', 't']"
2135,"['w', 'e', 'l', 'c', 'o', 'm', 'e']"
2136,"['g', 'r', 'e', 'a', 't']"
2137,"['g', 'r', 'e', 'a', 't', ' ', 'p', 'o', 'i', 'n', 't', ' ', 'a', 'n', 'o', 't', 'h', 'e', 'r', ' ', 't', 'h', 'o', 'u', 'g', 'h', 't']"
2138,"['r', 'i', 'g', 'h', 't']"
2139,"['l', 'i', 'k', 'e', ' ', 'c', 'r', 'a', 'z', 'y', ' ', 'a', 's', 's', 'u', 'm', 'e', ' ', 'm', 'i', 'g', 'h', 't', ' ', 'c', 'o', 'n', 's', 'u', 'm', 'e', 'r', ' ', 'b', 'r', 'a', 'n', 'd', 's', ' ', 'r', 'a', 'p', 'i', 'd', 'l', 'y', ' ', 'a', 'd', 'o', 'p', 't', ' ', 'm', 'e', 't', 'a', ' ', 'f', 'r', 'o', 'n', 't', 'i', 'e', 'r', ' ', 'w', 'a', 'n', 't', ' ', 'o', 'p', 'e', 'r', 'a', 't', 'e']"
2140,"['e', 'x', 't', 'e', 'n', 's', 'i', 'v', 'e', 'l', 'y', ' ', 'e', 'x', 'a', 'm', 'p', 'l', 'e', ' ', 'c', 'o', 'm', 'p', 'a', 'n', 'y', ' ', 'l', 'i', 'k', 'e', ' ', 'n', 'i', 'k', 'e', ' ', 'a', 'c', 'q', 'u', 'i', 'r', 'e', 'd', ' ', 's', 't', 'u', 'd', 'i', 'o', ' ', 'n', 'a', 'm', 'e', 'd', ' ', 'a', 'r', 't', 'i', 'f', 'a', 'c', 't', 's']"
2141,"['c', 'r', 'a', 'z', 'y', ' ', 'a', 's', 's', 'u', 'm', 'e', ' ', 'b', 'r', 'a', 'n', 'd', ' ', 'c', 'o', 'n', 's', 'u', 'm', 'e', 'r', ' ', 'b', 'r', 'a', 'n', 'd', 's', ' ', 'c', 'o', 'm', 'p', 'a', 'n', 'i', 'e', 's', ' ', 'c', 'o', 'u', 'l', 'd', ' ', 'a', 'c', 't', 'u', 'a', 'l', 'l', 'y', ' ', 'p', 'a', 'r', 't', ' ', 'm', 'e', 't', 'a']"
2142,"['e', 't', 'f', 's']"
2143,"['t', 'h', 'i', 'n', 'k', ' ', 'f', 'e', 't', 'c', 'h', 'e', 'd', ' ', 'c', 'o', 'n', 'c', 'e', 'p', 't', ' ', 'n', 'e', 'x', 't', ' ', 'k', 'n', 'o', 'w', ' ', 'e', 'v', 'e', 'n', ' ', 'e', 'i', 'g', 'h', 't', 'e', 'e', 'n', ' ', 't', 'w', 'e', 'n', 't', 'y', ' ', 'f', 'o', 'u', 'r', ' ', 'm', 'o', 'n', 't', 'h', 's']"
2144,"['w', 'o', 'u', 'l', 'd', ' ', 'a', 'l', 's', 'o', ' ', 'i', 'n', 'c', 'r', 'e', 'a', 's', 'e', ' ', 'c', 'o', 'u', 'l', 'd', ' ', 'a', 'c', 't', 'u', 'a', 'l', 'l', 'y', ' ', 'i', 'n', 'c', 'l', 'u', 'd', 'e', ' ', 'g', 'o', 'e', 's', ' ', 'b', 'e', 'y', 'o', 'n', 'd', ' ', 't', 'e', 'c', 'h', 'n', 'o', 'l', 'o', 'g', 'y']"
2145,"['e', 'v', 'e', 'r', 'y', 't', 'h', 'i', 'n', 'g', ' ', 't', 'e', 'c', 'h', 'n', 'o', 'l', 'o', 'g', 'y', ' ', 'e', 'v', 'e', 'r', 'y', ' ', 'c', 'o', 'm', 'p', 'a', 'n', 'y', ' ', 'e', 's', 's', 'e', 'n', 't', 'i', 'a', 'l', 'l', 'y', ' ', 't', 'e', 'c', 'h', 'n', 'o', 'l', 'o', 'g', 'y', ' ', 'c', 'o', 'm', 'p', 'a', 'n', 'y']"
2146,"['e', 'v', 'e', 'r', 'y']"
2147,"['m', 'e', 't', 'a', ' ', 'n', 'e', 'x', 't', ' ', 't', 'e', 'c', 'h', 'n', 'o', 'l', 'o', 'g', 'i', 'e', 's', ' ', 'c', 'o', 'm', 'p', 'a', 'n', 'i', 'e', 's', ' ', 't', 'o', 'd', 'a', 'y', ' ', 'p', 'a', 'r', 't', ' ', 'm', 'e', 't', 'a', ' ', 'c', 'o', 'u', 'l', 'd', ' ', 'a', 'c', 't', 'u', 'a', 'l', 'l', 'y', ' ', 'p', 'a', 'r', 't', ' ', 'e', 't', 'f', 's', ' ', 'e', 't', 'f', 's', ' ', 's', 'o', 'r', 't', 's', ' ', 's', 'u', 'b', 's', 'e', 't', 's', ' ', 'e', 't', 'f', 's', ' ', 'p', 'o', 'p', 'p', 'i', 'n', 'g']"
2148,"['t', 'h', 'i', 'n', 'k', ' ', 'b', 'r', 'i', 'n', 'g', 's', ' ', 'i', 'n', 't', 'e', 'r', 'e', 's', 't', 'i', 'n', 'g', ' ', 'p', 'o', 'i', 'n', 't', ' ', 'l', 'i', 'k', 'e', ' ', 'm', 'e', 't', 'a', ' ', 'r', 'e', 'a', 'l', 'l', 'y', ' ', 'd', 'e', 'f', 'i', 'n', 'e', 'd', ' ', 'i', 'n', 's', 't', 'a', 'n', 'c', 'e', ' ', 'h', 'y', 'p', 'o', 't', 'h', 'e', 't', 'i', 'c', 'a', 'l', 'l', 'y', ' ', 's', 't', 'a', 'r', 't', ' ', 'i', 'n', 'v', 'o', 'l', 'v', 'i', 'n', 'g', ' ', 'c', 'r', 'y', 'p', 't', 'o', ' ', 'e', 'n', 't', 'i', 't', 'i', 'e', 's', ' ', 'b', 'l', 'o', 'c', 'k', 'c', 'h', 'a', 'i', 'n', ' ', 't', 'e', 'c', 'h', 'n', 'o', 'l', 'o', 'g', 'y']"
2149,"['i', 'n', 's', 't', 'a', 'n', 'c', 'e', ' ', 'c', 'r', 'y', 'p', 't', 'o', ' ', 'd', 'i', 'f', 'f', 'i', 'c', 'u', 'l', 't', 'i', 'e', 's', ' ', 'm', 'o', 'm', 'e', 'n', 't', ' ', 't', 'r', 'y', 'i', 'n', 'g', ' ', 'a', 'p', 'p', 'r', 'o', 'v', 'a', 'l', ' ', 'p', 'h', 'y', 's', 'i', 'c', 'a', 'l', ' ', 'b', 'i', 't', 'c', 'o', 'i', 'n', ' ', 'c', 'r', 'y', 'p', 't', 'o', ' ', 'f', 'a', 'l', 'l', 's', ' ', 'm', 'e', 't', 'a', ' ', 'm', 'i', 'g', 'h', 't', ' ', 'd', 'i', 'f', 'f', 'e', 'r', 'e', 'n', 't', ' ', 'c', 'l', 'a', 's', 's', 'i', 'f', 'i', 'c', 'a', 't', 'i', 'o', 'n']"
2150,"['r', 'e', 'a', 'l', 'l', 'y', ' ', 'g', 'r', 'o', 'w', ' ', 'e', 'n', 'd', 'l', 'e', 's', 's', ' ', 'p', 'o', 's', 's', 'i', 'b', 'i', 'l', 'i', 't', 'y']"
2151,"['p', 'o', 's', 's', 'i', 'b', 'i', 'l', 'i', 't', 'y', ' ', 'r', 'i', 'g', 'h', 't', ' ', 's', 'e', 'n', 'd', ' ', 'm', 'e', 't', 'a']"
2153,"['t', 'h', 'i', 'n', 'k', ' ', 'w', 'r', 'a', 'p']"
2154,"['t', 'h', 'a', 'n', 'k', ' ', 'm', 'u', 'c', 'h', ' ', 'r', 'e', 'b', 'e', 'c', 'c', 'a', ' ', 'e', 'v', 'e', 'r', 'y', 'o', 'n', 'e']"
2155,"['t', 'h', 'a', 'n', 'k', 's', ' ', 'l', 'i', 's', 't', 'e', 'n', 'i', 'n', 'g']"
2157,"['m', 'e', 't', 'a', 'v', 'e', 'r', 's', 'e', ' ', 'b', 'o', 'o', 'm', ' ', 'm', 'a', 'r', 'i', 'o', ' ', 's', 't', 'e', 'f', 'a', 'n', 'i', 'd', 'i', 's']"
2158,"['m', 'e', 't', 'a', ' ', 'e', 'm', 'e', 'r', 'g', 'i', 'n', 'g', ' ', 'n', 'e', 'x', 't', ' ', 't', 'e', 'c', 'h', 'n', 'o', 'l', 'o', 'g', 'y', ' ', 'p', 'l', 'a', 't', 'f', 'o', 'r', 'm', ' ', 'a', 't', 't', 'r', 'a', 'c', 't', 'i', 'n', 'g', ' ', 'o', 'n', 'l', 'i', 'n', 'e', ' ', 'g', 'a', 'm', 'e', ' ', 'm', 'a', 'k', 'e', 'r', 's', ' ', 's', 'o', 'c', 'i', 'a', 'l', ' ', 'n', 'e', 't', 'w', 'o', 'r', 'k', 's', ' ', 'p', 'l', 'e', 'n', 't', 'y', ' ', 'i', 'n', 'v', 'e', 's', 't', 'm', 'e', 'n', 't']"
2159,"['s', 'h', 'a', 'r', 'e', ' ', 'l', 'o', 't', 's', ' ', 'h', 'y', 'p', 'e', ' ', 's', 'u', 'r', 'r', 'o', 'u', 'n', 'd', 'i', 'n', 'g', ' ', 'm', 'e', 't', 'a', ' ', 'a', 'l', 's', 'o', ' ', 'l', 'o', 't', 's', ' ', 's', 'u', 'b', 's', 't', 'a', 'n', 'c', 'e', ' ', 'd', 'e', 'v', 'e', 'l', 'o', 'p', 'm', 'e', 'n', 't', ' ', 'e', 'x', 'c', 'i', 't', 'i', 'n', 'g', ' ', 't', 'r', 'e', 'n', 'd', 's']"
2160,"['p', 'o', 'd', 'c', 'a', 's', 't', ' ', 's', 'e', 'r', 'i', 'e', 's', ' ', 'm', 'e', 't', 'a', ' ', 'b', 'r', 'o', 'u', 'g', 'h', 't', ' ', 'b', 'l', 'o', 'o', 'm', 'b', 'e', 'r', 'g', ' ', 'i', 'n', 't', 'e', 'l', 'l', 'i', 'g', 'e', 'n', 'c', 'e']"
2161,"['b', 'r', 'e', 'a', 'k', ' ', 'b', 'i', 'g', 'g', 'e', 's', 't', ' ', 'd', 'e', 'v', 'e', 'l', 'o', 'p', 'm', 'e', 'n', 't', 's', ' ', 'b', 'r', 'i', 'n', 'g', ' ', 'i', 'n', 't', 'e', 'r', 'e', 's', 't', 'i', 'n', 'g', ' ', 'm', 'i', 'n', 'd', 's', ' ', 'b', 'u', 'i', 'l', 'd', 'i', 'n', 'g', ' ', 'i', 'n', 'v', 'e', 's', 't', 'i', 'n', 'g', ' ', 'e', 'x', 'p', 'e', 'r', 'i', 'e', 'n', 'c', 'i', 'n', 'g', ' ', 'm', 'e', 't', 'a']"
2162,"['w', 'e', 'l', 'c', 'o', 'm', 'e', ' ', 'l', 'a', 't', 'e', 's', 't', ' ', 'e', 'd', 'i', 't', 'i', 'o', 'n', ' ', 'm', 'e', 't', 'a', ' ', 'b', 'r', 'o', 'u', 'g', 'h', 't', ' ', 'b', 'l', 'o', 'o', 'm', 'b', 'e', 'r', 'g', ' ', 'i', 'n', 't', 'e', 'l', 'l', 'i', 'g', 'e', 'n', 'c', 'e', ' ', 'm', 'a', 't', 't', 'h', 'e', 'w']"
2163,"['s', 'e', 'n', 'i', 'o', 'r', ' ', 'e', 'q', 'u', 'i', 't', 'y', ' ', 'r', 'e', 's', 'e', 'a', 'r', 'c', 'h', ' ', 'a', 'n', 'a', 'l', 'y', 's', 't', ' ', 'b', 'l', 'o', 'o', 'm', 'b', 'e', 'r', 'g', ' ', 'i', 'n', 't', 'e', 'l', 'l', 'i', 'g', 'e', 'n', 'c', 'e', ' ', 'h', 'o', 's', 't', ' ', 'r', 'o', 's', 's', ' ', 'f', 'r', 'i', 'e', 'd', 'm', 'a', 'n', ' ', 'f', 'o', 'u', 'n', 'd', 'e', 'r', ' ', 's', 'u', 'p', 'e', 'r', ' ', 's', 'o', 'c', 'i', 'a', 'l']"
2164,"['c', 'o', 'm', 'p', 'a', 'n', 'y', ' ', 'm', 'a', 'k', 'i', 'n', 'g', ' ', 'g', 'a', 'm', 'e', 's', ' ', 'e', 'x', 'p', 'e', 'r', 'i', 'e', 'n', 'c', 'e', 's', ' ', 'm', 'e', 't', 'a', ' ', 's', 't', 'a', 'r', 't', 'i', 'n', 'g', ' ', 'r', 'o', 'b', 'l', 'o', 'x']"
2165,"['s', 'u', 'p', 'e', 'r', ' ', 'e', 'x', 'c', 'i', 't', 'e', 'd', ' ', 'r', 'e', 'c', 'o', 'r', 'd', 'i', 'n', 'g', ' ', 't', 'o', 'd', 'a', 'y', ' ', 'r', 'e', 'a', 'l', 'l', 'y', ' ', 'i', 'n', 't', 'e', 'r', 'e', 's', 't', 'i', 'n', 'g', ' ', 'g', 'u', 'e', 's', 't', ' ', 'k', 'n', 'o', 'w', ' ', 'k', 'n', 'o', 'w', ' ', 'o', 'b', 'v', 'i', 'o', 'u', 's', 'l', 'y', ' ', 'c', 'o', 'm', 'e', ' ', 'f', 'i', 'n', 'a', 'n', 'c', 'i', 'a', 'l', ' ', 'i', 'n', 'd', 'u', 's', 't', 'r', 'y', ' ', 'v', 'i', 'e', 'w', ' ', 'l', 'o', 'o', 'k', 'i', 'n', 'g', ' ', 'm', 'e', 't', 'a', ' ', 'v', 'e', 'r', 's', 'u', 's', ' ', 'k', 'n', 'o', 'w']"
2167,"['y', 'e', 'a', 'h']"
2169,"['l', 'o', 'v', 'e', ' ', 's', 'c', 'h', 'u', 'm', 'e', 'r', ' ', 'i', 'n', 't', 'e', 'r', 'e', 's', 't', 'e', 'd', ' ', 'a', 'n', 'a', 'l', 'y', 's', 't', ' ', 'w', 'e', 'l', 'l', ' ', 'f', 'i', 'n', 'a', 'n', 'c', 'i', 'a', 'l', ' ', 's', 'i', 'd', 'e', ' ', 'k', 'n', 'o', 'w', ' ', 'r', 'e', 'a', 'l', 'l', 'y', ' ', 'e', 'x', 'c', 'i', 't', 'e', 'd', ' ', 'b', 'r', 'i', 'n', 'g', ' ', 'm', 'a', 'r', 'i', 'o', ' ', 's', 't', 'e', 'p', 'h', 'a', 'n']"
2170,"['v', 'i', 'c', 'e', ' ', 'p', 'r', 'e', 's', 'i', 'd', 'e', 'n', 't', ' ', 'r', 'e', 's', 'e', 'a', 'r', 'c', 'h', ' ', 'r', 'o', 'u', 'n', 'd', ' ', 'h', 'i', 'l', 'l', ' ', 'i', 'n', 'v', 'e', 's', 't', 'm', 'e', 'n', 't', 's']"
2171,"['s', 'u', 'p', 'e', 'r', ' ', 'k', 'n', 'o', 'w', ' ', 's', 'u', 'p', 'e', 'r', ' ', 's', 'u', 'c', 'c', 'e', 's', 's', 'f', 'u', 'l', ' ', 'r', 'e', 'a', 'l', 'l', 'y', ' ', 'r', 'i', 'g', 'h', 't', ' ', 'g', 'a', 't', 'e', ' ', 't', 'r', 'a', 'c', 'k', 'i', 'n', 'g']"
2172,"['k', 'n', 'o', 'w', ' ', 'p', 'l', 'a', 'y', 'i', 'n', 'g', ' ', 'r', 'o', 'a', 'd', 'b', 'l', 'o', 'c', 'k', 's', ' ', 'y', 'e', 'a', 'r', 's', ' ', 'g', 'r', 'e', 'a', 't', ' ', 'g', 'u', 'e', 's', 't', ' ', 'k', 'i', 'n', 'd', 'a', ' ', 'g', 'i', 'v', 'e', ' ', 'u', 's', 'e', 'r', ' ', 'e', 'x', 'p', 'e', 'r', 'i', 'e', 'n', 'c', 'e', ' ', 'a', 'l', 's', 'o', ' ', 'm', 'a', 'r', 'k', 'e', 't', ' ', 'e', 'x', 'p', 'e', 'r', 'i', 'e', 'n', 'c', 'e', ' ', 'w', 'e', 'l', 'c', 'o', 'm', 'e', ' ', 'm', 'a', 'r', 'i', 'o']"
2173,"['y', 'e', 'a', 'h']"
